id,autor,institucion,anio_pub,revista,vol,num,doi,tema,entidad,anio_dato,valor,unidad,cita,fragmento
11,Salvador Maldonado Aranda,El Colegio de Michoacán,2024,Revista Mexicana de Sociología,86,1,10.22201/iis.01882503p.2024.1.61537,Secuestro,Nacional,2022,0.39,"tasa por 100,000 hab.","Maldonado Aranda, S. (2024). Crimen organizado y políticas de seguridad en México: balance pre-sexenal (2018-2024). Revista Mexicana de Sociología, 86(1), 239-255. https://doi.org/10.22201/iis.01882503p.2024.1.61537",El secuestro bajó a 0.39 en 2022. Maldonado advierte que no es posible determinar si esta disminución refleja eficacia policial o desafección ciudadana para denunciar.
12,Salvador Maldonado Aranda,El Colegio de Michoacán,2024,Revista Mexicana de Sociología,86,1,10.22201/iis.01882503p.2024.1.61537,Extorsión,Nacional,2017,4.95,"tasa por 100,000 hab.","Maldonado Aranda, S. (2024). Crimen organizado y políticas de seguridad en México: balance pre-sexenal (2018-2024). Revista Mexicana de Sociología, 86(1), 239-255. https://doi.org/10.22201/iis.01882503p.2024.1.61537","La extorsión registró una tasa de 4.95 por 100,000 en 2017, siendo el delito con mayor crecimiento sostenido del periodo analizado por Maldonado."
13,Salvador Maldonado Aranda,El Colegio de Michoacán,2024,Revista Mexicana de Sociología,86,1,10.22201/iis.01882503p.2024.1.61537,Extorsión,Nacional,2022,7.95,"tasa por 100,000 hab.","Maldonado Aranda, S. (2024). Crimen organizado y políticas de seguridad en México: balance pre-sexenal (2018-2024). Revista Mexicana de Sociología, 86(1), 239-255. https://doi.org/10.22201/iis.01882503p.2024.1.61537","La extorsión aumentó a 7.95 en 2022, el crecimiento más notable del periodo. Maldonado señala que la extorsión de grandes ramas productivas y economías regionales sigue vigente sin posibilidad de denuncia por amenazas."
14,Salvador Maldonado Aranda,El Colegio de Michoacán,2024,Revista Mexicana de Sociología,86,1,10.22201/iis.01882503p.2024.1.61537,Robo a casa habitación,Nacional,2017,74.93,"tasa por 100,000 hab.","Maldonado Aranda, S. (2024). Crimen organizado y políticas de seguridad en México: balance pre-sexenal (2018-2024). Revista Mexicana de Sociología, 86(1), 239-255. https://doi.org/10.22201/iis.01882503p.2024.1.61537","El robo a casa habitación alcanzó 74.93 por 100,000 en 2017, su nivel más alto del periodo de estudio."
15,Salvador Maldonado Aranda,El Colegio de Michoacán,2024,Revista Mexicana de Sociología,86,1,10.22201/iis.01882503p.2024.1.61537,Robo a casa habitación,Nacional,2022,46.53,"tasa por 100,000 hab.","Maldonado Aranda, S. (2024). Crimen organizado y políticas de seguridad en México: balance pre-sexenal (2018-2024). Revista Mexicana de Sociología, 86(1), 239-255. https://doi.org/10.22201/iis.01882503p.2024.1.61537",El robo a casa habitación bajó a 46.53 en 2022. El autor advierte que no es posible saber si son resultado de operativos de seguridad o de desafección para presentar denuncias.
16,Salvador Maldonado Aranda,El Colegio de Michoacán,2024,Revista Mexicana de Sociología,86,1,10.22201/iis.01882503p.2024.1.61537,Robo de vehículo,Nacional,2017,144.25,"tasa por 100,000 hab.","Maldonado Aranda, S. (2024). Crimen organizado y políticas de seguridad en México: balance pre-sexenal (2018-2024). Revista Mexicana de Sociología, 86(1), 239-255. https://doi.org/10.22201/iis.01882503p.2024.1.61537","El robo de vehículo registró 144.25 por 100,000 en 2017, constituyendo el delito patrimonial más frecuente del periodo analizado."
17,Salvador Maldonado Aranda,El Colegio de Michoacán,2024,Revista Mexicana de Sociología,86,1,10.22201/iis.01882503p.2024.1.61537,Robo de vehículo,Nacional,2022,77.75,"tasa por 100,000 hab.","Maldonado Aranda, S. (2024). Crimen organizado y políticas de seguridad en México: balance pre-sexenal (2018-2024). Revista Mexicana de Sociología, 86(1), 239-255. https://doi.org/10.22201/iis.01882503p.2024.1.61537","El robo de vehículo disminuyó a 77.75 en 2022, siendo la reducción más notable en términos absolutos del periodo, aunque Maldonado señala que los datos pueden reflejar subregistro."
18,Salvador Maldonado Aranda,El Colegio de Michoacán,2024,Revista Mexicana de Sociología,86,1,10.22201/iis.01882503p.2024.1.61537,Robo a transeúnte,Nacional,2018,78.82,"tasa por 100,000 hab.","Maldonado Aranda, S. (2024). Crimen organizado y políticas de seguridad en México: balance pre-sexenal (2018-2024). Revista Mexicana de Sociología, 86(1), 239-255. https://doi.org/10.22201/iis.01882503p.2024.1.61537","El robo a transeúnte alcanzó su máximo en 2018 con 78.82, mostrando la alta exposición de la ciudadanía a la violencia cotidiana en espacios públicos."
19,Salvador Maldonado Aranda,El Colegio de Michoacán,2024,Revista Mexicana de Sociología,86,1,10.22201/iis.01882503p.2024.1.61537,Robo a transeúnte,Nacional,2022,58.96,"tasa por 100,000 hab.","Maldonado Aranda, S. (2024). Crimen organizado y políticas de seguridad en México: balance pre-sexenal (2018-2024). Revista Mexicana de Sociología, 86(1), 239-255. https://doi.org/10.22201/iis.01882503p.2024.1.61537","El robo a transeúnte se mantuvo relativamente estable entre 2021 y 2022 (57.73 y 58.96), reflejando la persistencia de la violencia en espacios urbanos pese a la estrategia de seguridad."
20,Salvador Maldonado Aranda,El Colegio de Michoacán,2024,Revista Mexicana de Sociología,86,1,10.22201/iis.01882503p.2024.1.61537,Desaparición forzada,Nacional,2023,110972,personas desaparecidas acumuladas,"Maldonado Aranda, S. (2024). Crimen organizado y políticas de seguridad en México: balance pre-sexenal (2018-2024). Revista Mexicana de Sociología, 86(1), 239-255. https://doi.org/10.22201/iis.01882503p.2024.1.61537","Al mes de agosto de 2023, 110,972 personas se encontraban desaparecidas y no localizadas según la Comisión Nacional de Búsqueda. El número de desapariciones ha seguido una línea ascendente desde 2018."
21,Salvador Maldonado Aranda,El Colegio de Michoacán,2024,Revista Mexicana de Sociología,86,1,10.22201/iis.01882503p.2024.1.61537,Violencia regional,"Zamora, Michoacán",2022,177.7,"tasa de homicidios por 100,000 hab.","Maldonado Aranda, S. (2024). Crimen organizado y políticas de seguridad en México: balance pre-sexenal (2018-2024). Revista Mexicana de Sociología, 86(1), 239-255. https://doi.org/10.22201/iis.01882503p.2024.1.61537","Zamora tuvo en 2022 una tasa de homicidios de 177.7 por 100,000 habitantes. Desde 2018 la ciudad ocupa el segundo o tercer lugar mundial entre las ciudades más violentas de hasta 300,000 habitantes."
22,Salvador Maldonado Aranda,El Colegio de Michoacán,2024,Revista Mexicana de Sociología,86,1,10.22201/iis.01882503p.2024.1.61537,Política de seguridad,Nacional,2024,,análisis cualitativo,"Maldonado Aranda, S. (2024). Crimen organizado y políticas de seguridad en México: balance pre-sexenal (2018-2024). Revista Mexicana de Sociología, 86(1), 239-255. https://doi.org/10.22201/iis.01882503p.2024.1.61537",La conclusión más importante es que la promesa de pacificación y paz en México ha sido incumplida. Las políticas de seguridad del gobierno dejaron prácticamente intactos los sistemas de poder bajo esquemas de crimen organizado.
23,Salvador Maldonado Aranda,El Colegio de Michoacán,2024,Revista Mexicana de Sociología,86,1,10.22201/iis.01882503p.2024.1.61537,Crimen organizado,Guanajuato,2022,,análisis cualitativo,"Maldonado Aranda, S. (2024). Crimen organizado y políticas de seguridad en México: balance pre-sexenal (2018-2024). Revista Mexicana de Sociología, 86(1), 239-255. https://doi.org/10.22201/iis.01882503p.2024.1.61537","Guanajuato sigue experimentando un ciclo de violencia sin paralelo nacional, ligado al mercado negro de combustibles. De 2022 a 2023 fue el estado con mayor número de víctimas; Celaya y León concentran los niveles más altos a nivel nacional."
24,Salvador Maldonado Aranda,El Colegio de Michoacán,2024,Revista Mexicana de Sociología,86,1,10.22201/iis.01882503p.2024.1.61537,Militarización,Nacional,2024,,análisis cualitativo,"Maldonado Aranda, S. (2024). Crimen organizado y políticas de seguridad en México: balance pre-sexenal (2018-2024). Revista Mexicana de Sociología, 86(1), 239-255. https://doi.org/10.22201/iis.01882503p.2024.1.61537","La herencia del presidente López Obrador en materia de seguridad es un país con los mismos problemas de violencia, agravados por una postura que optó por fortalecer a las fuerzas armadas y militarizar a la sociedad mexicana sin desarticular sistemas de poder criminal."
25,Eduardo L. Menéndez,Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS),2012,Alteridades,22,43,,Tasa histórica de homicidios,Nacional,1940,67.4,"tasa por 100,000 hab.","Menéndez, E. L. (2012). Violencias en México: las explicaciones y las ausencias. Alteridades, 22(43), 177-192. UAM-Iztapalapa.","Entre 1936 y 1940 México era el país del mundo con la mayor tasa de homicidios, culminando en 1940 con una tasa de 67.4 asesinatos por cada 100,000 habitantes."
26,Eduardo L. Menéndez,Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS),2012,Alteridades,22,43,,Tasa histórica de homicidios,Nacional,1950,48,"tasa por 100,000 hab.","Menéndez, E. L. (2012). Violencias en México: las explicaciones y las ausencias. Alteridades, 22(43), 177-192. UAM-Iztapalapa.","A partir de 1940 la tasa de homicidios empezó a declinar: en 1950 fue de 48 por 100,000, mostrando una tendencia histórica de largo plazo hacia la reducción de la violencia letal."
27,Eduardo L. Menéndez,Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS),2012,Alteridades,22,43,,Tasa histórica de homicidios,Nacional,1960,31,"tasa por 100,000 hab.","Menéndez, E. L. (2012). Violencias en México: las explicaciones y las ausencias. Alteridades, 22(43), 177-192. UAM-Iztapalapa.","En 1960 la tasa de homicidios fue de 31 por 100,000, continuando el descenso histórico documentado por Menéndez como uno de los grandes logros no estudiados de la sociedad mexicana."
28,Eduardo L. Menéndez,Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS),2012,Alteridades,22,43,,Tasa histórica de homicidios,Nacional,1970,17,"tasa por 100,000 hab.","Menéndez, E. L. (2012). Violencias en México: las explicaciones y las ausencias. Alteridades, 22(43), 177-192. UAM-Iztapalapa.","En 1970 la tasa de homicidios fue de 17 por 100,000. Menéndez subraya que esta tendencia al descenso constituye un logro histórico que la academia mexicana ha ignorado casi por completo."
29,Eduardo L. Menéndez,Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS),2012,Alteridades,22,43,,Tasa histórica de homicidios,Nacional,2000,11,"tasa por 100,000 hab.","Menéndez, E. L. (2012). Violencias en México: las explicaciones y las ausencias. Alteridades, 22(43), 177-192. UAM-Iztapalapa.","Para el año 2000 la tasa de homicidios fue de 11 por 100,000. Menéndez destaca que México logró reducirla de 67.4 en 1936-1940 a 9.49 en 2005, un éxito que no ha sido objeto de estudio sistemático."
30,Eduardo L. Menéndez,Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS),2012,Alteridades,22,43,,Tasa histórica de homicidios,Nacional,2005,9.49,"tasa por 100,000 hab.","Menéndez, E. L. (2012). Violencias en México: las explicaciones y las ausencias. Alteridades, 22(43), 177-192. UAM-Iztapalapa.","En 2005 la tasa de homicidios llegó a 9.49 por 100,000. Menéndez considera este descenso desde 67.4 en 1940 uno de los más grandes éxitos de la sociedad mexicana, ignorado por la academia."
31,Eduardo L. Menéndez,Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS),2012,Alteridades,22,43,,Tasa histórica de homicidios,Nacional,2009,17.88,"tasa por 100,000 hab.","Menéndez, E. L. (2012). Violencias en México: las explicaciones y las ausencias. Alteridades, 22(43), 177-192. UAM-Iztapalapa.","En el 2009 la tasa de homicidios fue de 17.88 por 100,000 habitantes. Menéndez advierte que, aunque el alza es notoria desde 2008, aún no alcanza los niveles de 1936-1960."
32,Eduardo L. Menéndez,Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS),2012,Alteridades,22,43,,Homicidios por crimen organizado,Nacional,2007,5200,ejecuciones anuales,"Menéndez, E. L. (2012). Violencias en México: las explicaciones y las ausencias. Alteridades, 22(43), 177-192. UAM-Iztapalapa.","México pasó de tener entre 1,000 y 2,000 ejecuciones al año durante 2001-2007 a 5,200 en 2007, evidenciando el impacto del inicio de la guerra contra el narcotráfico."
33,Eduardo L. Menéndez,Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS),2012,Alteridades,22,43,,Homicidios por crimen organizado,Nacional,2009,11700,ejecuciones anuales,"Menéndez, E. L. (2012). Violencias en México: las explicaciones y las ausencias. Alteridades, 22(43), 177-192. UAM-Iztapalapa.","En 2009 se registraron 11,700 ejecuciones atribuidas al crimen organizado según datos del INEGI, que además documentó 19,804 homicidios totales ese año."
34,Eduardo L. Menéndez,Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS),2012,Alteridades,22,43,,Total de homicidios INEGI,Nacional,2007,8868,homicidios totales anuales,"Menéndez, E. L. (2012). Violencias en México: las explicaciones y las ausencias. Alteridades, 22(43), 177-192. UAM-Iztapalapa.","Según el INEGI, México registró 8,868 homicidios en 2007. Menéndez usa esta cifra como punto de partida del escalamiento violento asociado a la estrategia calderonista."
35,Eduardo L. Menéndez,Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS),2012,Alteridades,22,43,,Total de homicidios INEGI,Nacional,2009,19804,homicidios totales anuales,"Menéndez, E. L. (2012). Violencias en México: las explicaciones y las ausencias. Alteridades, 22(43), 177-192. UAM-Iztapalapa.","El INEGI documentó 19,804 homicidios en 2009. El salto desde 8,868 en 2007 revela un escalamiento sin precedentes que Menéndez analiza desde la dimensión cultural y subjetiva ignorada por la academia."
36,Eduardo L. Menéndez,Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS),2012,Alteridades,22,43,,Total de homicidios INEGI,Nacional,2010,24374,homicidios totales anuales,"Menéndez, E. L. (2012). Violencias en México: las explicaciones y las ausencias. Alteridades, 22(43), 177-192. UAM-Iztapalapa.","En 2010 se registraron 24,374 homicidios según INEGI. Menéndez advierte que este escalamiento no puede explicarse solo por condiciones económicas sino que requiere analizar la dimensión simbólica y la subjetividad de los actores."
37,Eduardo L. Menéndez,Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS),2012,Alteridades,22,43,,Impunidad,Nacional,2008,97,porcentaje de impunidad sobre delitos denunciados,"Menéndez, E. L. (2012). Violencias en México: las explicaciones y las ausencias. Alteridades, 22(43), 177-192. UAM-Iztapalapa.","Menéndez cita a Azaola (2008): de cada 100 delitos denunciados, 50 llegan a investigarse, en 8 se inicia procedimiento y solo en 3 se sanciona al responsable. El índice de impunidad es de 97%."
38,Eduardo L. Menéndez,Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS),2012,Alteridades,22,43,,Subregistro de delitos,Nacional,2008,10,porcentaje de delitos que se denuncian,"Menéndez, E. L. (2012). Violencias en México: las explicaciones y las ausencias. Alteridades, 22(43), 177-192. UAM-Iztapalapa.","Según la CNDH citada por Menéndez, los ciudadanos solo denuncian 10% de los delitos que se cometen, y de ese 10% solo 1% concluye en sentencia a los responsables."
39,Eduardo L. Menéndez,Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS),2012,Alteridades,22,43,,Género y homicidio,Ciudad Juárez,1997,11.8,porcentaje de homicidios que corresponden a mujeres,"Menéndez, E. L. (2012). Violencias en México: las explicaciones y las ausencias. Alteridades, 22(43), 177-192. UAM-Iztapalapa.","En Ciudad Juárez durante 1985-1997, de 1,625 homicidios totales, solo 192 fueron de mujeres (11.8%) y 1,433 de varones. Menéndez critica que el énfasis mediático en feminicidios opaca la magnitud del homicidio masculino."
40,Eduardo L. Menéndez,Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS),2012,Alteridades,22,43,,Género y homicidio,Nacional,2010,90,porcentaje de asesinados que son hombres,"Menéndez, E. L. (2012). Violencias en México: las explicaciones y las ausencias. Alteridades, 22(43), 177-192. UAM-Iztapalapa.","En México, más de 90% de los asesinados son de sexo masculino. Menéndez señala que la casi totalidad de los cadáveres decapitados y con rastros de tortura también son varones, un hecho paradójicamente subanalizado."
41,Eduardo L. Menéndez,Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS),2012,Alteridades,22,43,,Tortura y decapitación,Nacional,2009,516,personas torturadas por crimen organizado,"Menéndez, E. L. (2012). Violencias en México: las explicaciones y las ausencias. Alteridades, 22(43), 177-192. UAM-Iztapalapa.","Para el 2009, de aproximadamente siete mil personas asesinadas por la delincuencia organizada, 516 fueron torturadas y 185 aparecieron decapitadas, según datos de Reforma citados por Menéndez."
42,Eduardo L. Menéndez,Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS),2012,Alteridades,22,43,,Narcotráfico y economía,Global,2008,352000,millones de dólares de ganancias del narcotráfico lavadas por bancos,"Menéndez, E. L. (2012). Violencias en México: las explicaciones y las ausencias. Alteridades, 22(43), 177-192. UAM-Iztapalapa.","Antonio María Acosta, director de la ONU contra las Drogas, informó que 352 mil millones de dólares de ganancias del narcotráfico contribuyeron a paliar la crisis económica de 2008 mediante el lavado en instituciones bancarias internacionales."
43,Eduardo L. Menéndez,Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS),2012,Alteridades,22,43,,Violencia intrafamiliar y homicidio,Nacional,2010,80,porcentaje de secuestros cometidos por personas cercanas a la víctima,"Menéndez, E. L. (2012). Violencias en México: las explicaciones y las ausencias. Alteridades, 22(43), 177-192. UAM-Iztapalapa.","La prensa señala que 80% de los secuestros es efectuado por parientes, amigos o personas cercanas al secuestrado. Menéndez subraya que la mayoría de las violencias graves ocurren entre personas con vínculos cercanos."
44,Eduardo L. Menéndez,Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS),2012,Alteridades,22,43,,Violencia intrafamiliar,Nacional,2007,62,porcentaje de lesiones infantiles causadas por la madre,"Menéndez, E. L. (2012). Violencias en México: las explicaciones y las ausencias. Alteridades, 22(43), 177-192. UAM-Iztapalapa.","Informes del Hospital Nacional de Pediatría de México consignan que en 62% de los casos de menores que llegan a urgencias con traumatismos, las madres ejercieron la violencia, y en 38% fue el padre."
45,Eduardo L. Menéndez,Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS),2012,Alteridades,22,43,,Homicidio juvenil y crimen organizado,Nacional,2008,500000,personas estimadas en narcotráfico (Secretaría de Defensa),"Menéndez, E. L. (2012). Violencias en México: las explicaciones y las ausencias. Alteridades, 22(43), 177-192. UAM-Iztapalapa.","El secretario de Defensa calculó medio millón de personas involucradas solo en el narcotráfico. Menéndez señala que los jóvenes que trabajan para el crimen organizado tienen como tarea matar a otros, casi siempre de la misma condición social."
46,Instituto Nacional de Estadística y Geografía (INEGI),INEGI,2024,Encuesta Nacional de Victimización y Percepción sobre Seguridad Pública (ENVIPE),2024,Comunicado 562/24,,Prevalencia delictiva,Nacional,2023,23323,"víctimas por 100,000 hab.","INEGI. (2024). Encuesta Nacional de Victimización y Percepción sobre Seguridad Pública (ENVIPE) 2024. Comunicado de prensa núm. 562/24, 19 de septiembre de 2024.","En 2023 se estimaron 21.9 millones de víctimas de 18 años y más, equivalente a una tasa de 23,323 víctimas por cada 100,000 habitantes, cifra estadísticamente superior a la de 2022 (22,587)."
47,Instituto Nacional de Estadística y Geografía (INEGI),INEGI,2024,Encuesta Nacional de Victimización y Percepción sobre Seguridad Pública (ENVIPE),2024,Comunicado 562/24,,Prevalencia delictiva,Nacional,2022,22587,"víctimas por 100,000 hab.","INEGI. (2024). Encuesta Nacional de Victimización y Percepción sobre Seguridad Pública (ENVIPE) 2024. Comunicado de prensa núm. 562/24, 19 de septiembre de 2024.","En 2022 la tasa de víctimas fue de 22,587 por cada 100,000 habitantes, con 21.1 millones de víctimas totales, cifra inferior a la registrada en 2023."
48,Instituto Nacional de Estadística y Geografía (INEGI),INEGI,2024,Encuesta Nacional de Victimización y Percepción sobre Seguridad Pública (ENVIPE),2024,Comunicado 562/24,,Prevalencia delictiva por entidad,Ciudad de México,2023,52723,"delitos por 100,000 hab.","INEGI. (2024). Encuesta Nacional de Victimización y Percepción sobre Seguridad Pública (ENVIPE) 2024. Comunicado de prensa núm. 562/24, 19 de septiembre de 2024.","En 2023, la Ciudad de México registró la tasa de delitos más alta del país con 52,723 por cada 100,000 habitantes, seguida del Estado de México con 51,881."
49,Instituto Nacional de Estadística y Geografía (INEGI),INEGI,2024,Encuesta Nacional de Victimización y Percepción sobre Seguridad Pública (ENVIPE),2024,Comunicado 562/24,,Prevalencia delictiva por entidad,Estado de México,2023,51881,"delitos por 100,000 hab.","INEGI. (2024). Encuesta Nacional de Victimización y Percepción sobre Seguridad Pública (ENVIPE) 2024. Comunicado de prensa núm. 562/24, 19 de septiembre de 2024.","El Estado de México tuvo en 2023 una tasa de 51,881 delitos por 100,000 habitantes, la segunda más alta del país según la ENVIPE 2024."
50,Instituto Nacional de Estadística y Geografía (INEGI),INEGI,2024,Encuesta Nacional de Victimización y Percepción sobre Seguridad Pública (ENVIPE),2024,Comunicado 562/24,,Prevalencia delictiva por entidad,Aguascalientes,2023,45262,"delitos por 100,000 hab.","INEGI. (2024). Encuesta Nacional de Victimización y Percepción sobre Seguridad Pública (ENVIPE) 2024. Comunicado de prensa núm. 562/24, 19 de septiembre de 2024.","Aguascalientes registró en 2023 una tasa de 45,262 delitos por 100,000 habitantes, posicionándose como la tercera entidad con mayor prevalencia delictiva del país."
51,Instituto Nacional de Estadística y Geografía (INEGI),INEGI,2024,Encuesta Nacional de Victimización y Percepción sobre Seguridad Pública (ENVIPE),2024,Comunicado 562/24,,Prevalencia delictiva por entidad,Chiapas,2023,16038,"delitos por 100,000 hab.","INEGI. (2024). Encuesta Nacional de Victimización y Percepción sobre Seguridad Pública (ENVIPE) 2024. Comunicado de prensa núm. 562/24, 19 de septiembre de 2024.","Chiapas tuvo en 2023 la tasa más baja del país con 16,038 delitos por 100,000 habitantes, aunque el INEGI advierte que las tasas bajas pueden reflejar alta cifra negra por desconfianza en las autoridades."
52,Instituto Nacional de Estadística y Geografía (INEGI),INEGI,2024,Encuesta Nacional de Victimización y Percepción sobre Seguridad Pública (ENVIPE),2024,Comunicado 562/24,,Percepción de inseguridad,Nacional,2024,60.7,porcentaje de población que considera inseguridad su mayor preocupación,"INEGI. (2024). Encuesta Nacional de Victimización y Percepción sobre Seguridad Pública (ENVIPE) 2024. Comunicado de prensa núm. 562/24, 19 de septiembre de 2024.","Según la ENVIPE 2024, la inseguridad es la mayor preocupación para 60.7% de la población en México, seguida de la escasez de agua (36.8%)."
